00:1f:45:81:5f:5a,a0:cf:5b:3f:a6:91,a0:cf:5b:3f:a6:92,a0:cf:5b:3f:a6:94,86:ba:c7:cd:ee:1e,a0:cf:5b:3d:e3:ad,a0:cf:5b:3d:e3:ae,00:1f:45:96:93:db,a0:cf:5b:3d:e3:ab,64:70:02:3e:ab:2f,a0:cf:5b:3f:87:4b,a0:cf:5b:3f:87:4d,a0:cf:5b:3f:87:4e,6c:62:6d:16:1a:51,40:61:86:a7:92:e6,a0:cf:5b:0e:37:62,a0:cf:5b:0e:37:61,a0:cf:5b:0e:37:64,00:1f:45:81:5f:58,00:1f:45:81:5f:59,a0:cf:5b:3f:91:7e,00:0b:6b:84:b4:91,00:26:99:8b:86:c4,00:26:99:8b:86:c5,00:26:99:8b:86:c0,00:26:99:8b:86:c1,a0:cf:5b:0e:37:6e,00:26:99:8b:86:c3,64:ae:0c:bf:c6:64,64:ae:0c:bf:c6:61,00:0b:6b:db:08:fc,64:ae:0c:bf:c6:62,a0:cf:5b:0e:37:6b,00:0b:6b:84:b5:e3,84:c9:b2:aa:16:8c,a0:cf:5b:3d:a0:94,02:6f:81:fc:85:98,a0:cf:5b:3d:a0:91,a0:cf:5b:3d:a0:92,a0:cf:5b:0e:d9:9b,00:1f:45:81:6d:ca,a0:cf:5b:0e:37:6d,a0:cf:5b:0e:d9:9e,a0:cf:5b:0e:d9:9d,64:70:02:3e:aa:11,a0:cf:5b:3e:e0:91,a0:cf:5b:3e:e0:92,a0:cf:5b:3e:e0:94,00:0b:6b:db:08:e2,64:70:02:3e:ab:30,02:6f:81:fc:8a:58,a0:cf:5b:00:75:9e,a0:cf:5b:00:75:9d,00:1f:45:81:6d:c9,00:1f:45:81:6d:c8,a0:cf:5b:00:75:9b,8a:41:af:71:d8:37,64:70:02:3e:aa:d9,a0:cf:5b:3d:7d:a1,a0:cf:5b:3e:e0:9d,a0:cf:5b:3e:e0:9e,a2:05:43:d6:39:7a,00:0b:6b:db:08:ec,00:11:09:0c:52:8d,64:70:02:3e:aa:ef,02:2d:cd:07:25:07,a2:05:43:d0:23:80,a0:cf:5b:3d:e0:8b,02:9c:1c:e2:ce:24,a0:cf:5b:3d:e0:8d,a0:cf:5b:3d:e0:8e,00:0b:6b:84:b5:bc,00:0b:6b:db:08:c8,00:1f:45:81:49:59,64:70:02:3e:9f:63,a0:cf:5b:3d:7d:a2,02:6f:81:fb:ee:f0,a0:cf:5b:3e:e0:9b,a0:cf:5b:00:1d:8e,a0:cf:5b:00:1d:8d,a0:cf:5b:00:1d:8b,00:23:12:fc:66:8f,00:0b:6b:db:08:f9,00:12:bf:b3:78:f4,a0:cf:5b:3d:7d:a4,00:0b:6b:db:08:cb,a0:cf:5b:3f:bd:fb,00:1f:45:81:49:58,a0:cf:5b:3f:bd:fe,a0:cf:5b:9f:68:6b,a0:cf:5b:3d:9d:34,a0:cf:5b:3d:9d:32,a0:cf:5b:3d:9d:31,ba:eb:90:ee:1b:d2,a0:cf:5b:3f:91:7d,a0:cf:5b:9f:68:64,a0:cf:5b:3f:91:7b,a0:cf:5b:9f:68:62,a0:cf:5b:9f:68:61,00:1f:45:81:49:5a,a0:cf:5b:fa:41:dd,a0:cf:5b:fa:41:de,a0:cf:5b:fa:41:db,00:0b:6b:84:b2:96,00:17:9a:f9:b8:7b,a0:cf:5b:9f:68:6e,a0:cf:5b:9f:68:6d,10:9a:dd:8e:0e:77,a0:cf:5b:3f:bd:fd,00:0b:6b:db:09:02,a0:cf:5b:3f:bf:cd,a0:cf:5b:3f:bf:ce,a0:cf:5b:3f:bf:cb,a0:cf:5b:00:ee:eb,a0:cf:5b:00:ee:ee,a0:cf:5b:00:ee:ed,xcoordinate,ycoordinate,class
-100,-100,-100,-100,-100,-45,-43,-100,-44,-36,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-86,-36,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-89,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-35,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-72,-100,-69,-100,-100,-100,-100,-100,-79,-100,-78,-100,-100,-100,-80,-79,-80,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-81,-81,-81,20.54,10.94,21
-100,-100,-100,-100,-100,-44,-45,-100,-45,-37,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-85,-36,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-90,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-35,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-69,-100,-69,-100,-100,-100,-100,-100,-79,-100,-78,-100,-100,-100,-79,-79,-77,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-81,-81,-78,20.54,10.94,21
-100,-100,-100,-100,-100,-44,-44,-100,-45,-36,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-85,-36,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-90,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-35,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-69,-100,-71,-100,-100,-100,-100,-100,-78,-100,-80,-100,-100,-100,-79,-77,-80,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-82,-80,-78,20.54,10.94,21
-100,-100,-100,-100,-100,-44,-44,-100,-44,-36,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-87,-37,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-90,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-35,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-69,-100,-72,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-79,-81,-80,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-81,-80,-78,20.54,10.94,21
-100,-100,-100,-100,-100,-45,-44,-100,-45,-36,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-86,-36,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-89,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-35,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-69,-100,-70,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-80,-79,-79,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-78,-81,-78,20.54,10.94,21
-100,-100,-100,-100,-100,-84,-100,-100,-100,-35,-83,-83,-83,-89,-100,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-81,-100,-100,-100,-90,-100,-90,-90,-100,-100,-100,-100,-100,-67,-83,-82,-82,-85,-36,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-88,-89,-53,-100,-100,-80,-89,-80,-81,-77,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-82,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-83,-100,-100,-47,-47,-46,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-77,7.98,1.93,22
-100,-100,-100,-100,-100,-84,-100,-100,-100,-51,-82,-83,-81,-90,-100,-81,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-81,-100,-100,-100,-89,-100,-89,-90,-100,-100,-100,-100,-100,-64,-83,-82,-83,-86,-37,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-89,-87,-52,-100,-100,-82,-89,-81,-81,-76,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-80,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-100,-100,-46,-46,-46,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-76,7.98,1.93,22
-100,-100,-100,-100,-100,-84,-100,-100,-100,-36,-82,-82,-82,-89,-100,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-81,-100,-100,-100,-90,-100,-89,-89,-100,-100,-100,-100,-100,-67,-83,-82,-82,-86,-36,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-88,-90,-52,-100,-100,-81,-89,-78,-79,-76,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-82,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-100,-100,-46,-46,-47,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-77,7.98,1.93,22
-100,-100,-100,-100,-100,-84,-100,-100,-100,-36,-83,-82,-81,-89,-100,-80,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-80,-100,-100,-100,-90,-100,-90,-89,-100,-100,-100,-100,-100,-67,-82,-82,-83,-85,-37,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-88,-90,-52,-100,-100,-82,-89,-78,-79,-77,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-81,-88,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-100,-100,-46,-46,-47,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-77,7.98,1.93,22
-100,-100,-100,-100,-100,-84,-100,-100,-100,-36,-83,-83,-82,-89,-100,-80,-84,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-81,-100,-100,-100,-90,-100,-90,-89,-100,-100,-100,-100,-100,-66,-83,-82,-82,-86,-37,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-89,-89,-52,-100,-100,-81,-89,-80,-78,-75,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-82,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-100,-100,-46,-47,-46,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-76,7.98,1.93,22
-100,-100,-100,-100,-100,-84,-100,-100,-100,-35,-83,-83,-82,-89,-100,-82,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-81,-100,-100,-100,-90,-100,-90,-90,-100,-100,-100,-100,-100,-66,-82,-82,-82,-86,-37,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-88,-87,-52,-100,-100,-82,-89,-80,-81,-75,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-82,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-100,-100,-47,-46,-46,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-78,7.98,1.93,22
-100,-100,-100,-100,-100,-84,-100,-100,-100,-34,-83,-83,-82,-89,-100,-82,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-81,-100,-100,-100,-90,-100,-89,-89,-100,-100,-100,-100,-100,-67,-83,-82,-82,-86,-37,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-88,-88,-52,-100,-100,-79,-89,-80,-79,-76,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-80,-88,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-83,-100,-100,-46,-46,-46,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-77,7.98,1.93,22
-100,-100,-100,-100,-100,-84,-100,-100,-100,-34,-83,-83,-82,-89,-100,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-81,-100,-100,-100,-90,-100,-89,-89,-100,-100,-100,-100,-100,-67,-83,-82,-83,-86,-37,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-90,-89,-52,-100,-100,-81,-89,-81,-81,-76,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-82,-88,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-100,-100,-47,-46,-46,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-77,7.98,1.93,22
-100,-100,-100,-100,-100,-84,-100,-100,-100,-36,-83,-82,-82,-89,-100,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-81,-100,-100,-100,-89,-100,-90,-89,-100,-100,-100,-100,-100,-63,-83,-82,-83,-86,-37,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-88,-87,-51,-100,-100,-81,-89,-80,-79,-77,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-82,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-83,-100,-100,-47,-47,-47,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-76,7.98,1.93,22
-100,-100,-100,-100,-100,-84,-100,-100,-100,-35,-83,-83,-82,-90,-100,-80,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-81,-100,-100,-100,-90,-100,-90,-89,-100,-100,-100,-100,-100,-66,-83,-82,-83,-86,-37,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-88,-88,-51,-100,-100,-80,-89,-81,-81,-76,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-82,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-82,-100,-100,-47,-46,-45,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-76,7.98,1.93,22
-100,-100,-100,-100,-100,-54,-56,-89,-54,-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-85,-85,-85,-84,-37,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-89,-62,-100,-100,-100,-100,-100,-100,-89,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-58,-100,-64,-100,-100,-100,-100,-100,-82,-100,-84,-100,-100,-100,-76,-76,-76,-100,-89,-100,-100,-100,-64,-100,-100,-100,-100,-84,-83,-83,17.59,13.55,23
-100,-100,-100,-100,-100,-54,-56,-89,-56,-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-85,-85,-85,-87,-37,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-89,-62,-100,-100,-100,-100,-100,-100,-89,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-63,-100,-59,-100,-100,-100,-100,-100,-82,-100,-84,-100,-100,-100,-76,-75,-75,-100,-89,-100,-100,-100,-64,-100,-100,-100,-100,-84,-83,-83,17.59,13.55,23
-100,-100,-100,-100,-100,-54,-57,-89,-57,-33,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-85,-85,-85,-84,-37,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-89,-61,-100,-100,-100,-100,-100,-100,-89,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-64,-100,-64,-100,-100,-100,-100,-100,-82,-100,-83,-100,-100,-100,-77,-75,-78,-100,-89,-100,-100,-100,-63,-100,-100,-100,-100,-84,-83,-83,17.59,13.55,23
-100,-100,-100,-100,-100,-56,-57,-89,-54,-33,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-85,-85,-86,-84,-37,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-89,-61,-100,-100,-100,-100,-100,-100,-89,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-59,-100,-59,-100,-100,-100,-100,-100,-82,-100,-83,-100,-100,-100,-76,-73,-74,-100,-89,-100,-100,-100,-59,-100,-100,-100,-100,-84,-83,-83,17.59,13.55,23
-100,-100,-100,-100,-100,-56,-53,-89,-57,-33,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-85,-85,-85,-85,-37,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-89,-62,-100,-100,-100,-100,-100,-100,-89,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-63,-100,-64,-100,-100,-100,-100,-100,-82,-100,-83,-100,-100,-100,-75,-77,-76,-100,-89,-100,-100,-100,-59,-100,-100,-100,-100,-84,-83,-83,17.59,13.55,23
-100,-100,-100,-100,-100,-56,-54,-89,-52,-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-85,-85,-86,-86,-37,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-89,-63,-100,-100,-100,-100,-100,-100,-89,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-63,-100,-63,-100,-100,-100,-100,-100,-82,-100,-83,-100,-100,-100,-75,-74,-75,-100,-89,-100,-100,-100,-59,-100,-100,-100,-100,-84,-83,-83,17.59,13.55,23
-100,-100,-100,-100,-100,-54,-56,-89,-54,-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-85,-85,-85,-84,-37,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-89,-63,-100,-100,-100,-100,-100,-100,-89,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-63,-100,-59,-100,-100,-100,-100,-100,-82,-100,-84,-100,-100,-100,-76,-76,-72,-100,-89,-100,-100,-100,-64,-100,-100,-100,-100,-84,-83,-83,17.59,13.55,23
-100,-100,-100,-100,-100,-52,-57,-89,-54,-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-85,-85,-85,-84,-37,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-89,-63,-100,-100,-100,-100,-100,-100,-89,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-59,-100,-58,-100,-100,-100,-100,-100,-82,-100,-84,-100,-100,-100,-75,-77,-75,-100,-89,-100,-100,-100,-63,-100,-100,-100,-100,-84,-83,-83,17.59,13.55,23
-100,-100,-100,-100,-100,-54,-54,-89,-56,-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-85,-85,-86,-85,-37,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-89,-63,-100,-100,-100,-100,-100,-100,-90,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-64,-100,-63,-100,-100,-100,-100,-100,-82,-100,-83,-100,-100,-100,-74,-79,-77,-100,-89,-100,-100,-100,-59,-100,-100,-100,-100,-84,-83,-83,17.59,13.55,23
-100,-100,-100,-100,-100,-54,-53,-89,-54,-33,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-85,-85,-86,-87,-37,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-89,-62,-100,-100,-100,-100,-100,-100,-89,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-58,-100,-64,-100,-100,-100,-100,-100,-82,-100,-83,-100,-100,-100,-76,-75,-74,-100,-89,-100,-100,-100,-59,-100,-100,-100,-100,-84,-83,-83,17.59,13.55,23
-100,-100,-100,-100,-100,-25,-25,-100,-25,-36,-81,-78,-80,-89,-100,-80,-81,-81,-100,-100,-81,-100,-100,-89,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-89,-40,-100,-81,-80,-100,-100,-82,-100,-77,-100,-100,-100,-100,-100,-84,-64,-100,-100,-100,-100,-100,-100,-89,-100,-100,-46,-100,-100,-100,-78,-78,-79,-100,-89,-100,-100,-100,-83,-100,-83,-100,-85,-85,-85,-100,-80,-100,-80,-100,-100,-100,-79,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-61,-62,22.08,9.02,24
-100,-100,-100,-100,-100,-25,-25,-100,-25,-36,-77,-77,-80,-89,-100,-81,-82,-81,-100,-100,-80,-100,-100,-89,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-88,-38,-100,-81,-80,-100,-100,-82,-100,-78,-100,-100,-100,-100,-100,-84,-66,-100,-100,-100,-100,-100,-100,-89,-100,-100,-46,-100,-100,-100,-79,-79,-78,-100,-89,-100,-100,-100,-83,-100,-83,-100,-85,-85,-85,-100,-80,-100,-81,-100,-100,-100,-74,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-61,22.08,9.02,24
-100,-100,-100,-100,-100,-25,-25,-100,-25,-36,-80,-78,-78,-89,-100,-82,-81,-81,-100,-100,-80,-100,-100,-89,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-90,-38,-100,-82,-82,-100,-100,-80,-100,-78,-100,-100,-100,-100,-100,-84,-72,-100,-100,-100,-100,-100,-100,-89,-100,-100,-43,-100,-100,-100,-79,-79,-79,-100,-89,-100,-100,-100,-83,-100,-83,-100,-85,-85,-85,-100,-81,-100,-80,-100,-100,-100,-79,-74,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-62,-62,22.08,9.02,24
-100,-100,-100,-100,-100,-25,-25,-100,-25,-36,-81,-78,-80,-89,-100,-84,-81,-86,-100,-100,-80,-100,-100,-89,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-89,-37,-100,-82,-80,-100,-100,-82,-100,-78,-100,-100,-100,-100,-100,-85,-67,-100,-100,-100,-100,-100,-100,-89,-100,-100,-46,-100,-100,-100,-78,-78,-79,-100,-89,-100,-100,-100,-83,-100,-83,-100,-85,-85,-85,-100,-80,-100,-80,-100,-100,-100,-79,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-61,-62,22.08,9.02,24
-100,-100,-100,-100,-100,-25,-25,-100,-25,-31,-81,-81,-78,-89,-100,-81,-80,-80,-100,-100,-79,-100,-100,-89,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-88,-38,-100,-82,-82,-100,-100,-83,-100,-77,-100,-100,-100,-100,-100,-85,-67,-100,-100,-100,-100,-100,-100,-88,-100,-100,-44,-100,-100,-100,-78,-79,-79,-100,-89,-100,-100,-100,-83,-100,-83,-100,-85,-85,-85,-100,-81,-100,-80,-100,-100,-100,-79,-72,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-61,-60,22.08,9.02,24
-100,-100,-100,-100,-100,-25,-25,-100,-25,-36,-81,-78,-81,-89,-100,-82,-81,-81,-100,-100,-81,-100,-100,-89,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-88,-38,-100,-80,-81,-100,-100,-82,-100,-79,-100,-100,-100,-100,-100,-86,-67,-100,-100,-100,-100,-100,-100,-89,-100,-100,-46,-100,-100,-100,-79,-79,-78,-100,-88,-100,-100,-100,-83,-100,-83,-100,-85,-85,-85,-100,-80,-100,-80,-100,-100,-100,-79,-78,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-62,-61,22.08,9.02,24
-100,-100,-100,-100,-100,-25,-25,-100,-25,-32,-81,-79,-78,-89,-100,-81,-81,-81,-100,-100,-81,-100,-100,-89,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-90,-38,-100,-81,-81,-100,-100,-82,-100,-79,-100,-100,-100,-100,-100,-84,-68,-100,-100,-100,-100,-100,-100,-89,-100,-100,-46,-100,-100,-100,-79,-79,-78,-100,-89,-100,-100,-100,-83,-100,-83,-100,-85,-85,-85,-100,-81,-100,-80,-100,-100,-100,-80,-74,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-61,22.08,9.02,24
-100,-100,-100,-100,-100,-24,-25,-100,-25,-32,-80,-78,-78,-89,-100,-82,-81,-86,-100,-100,-81,-100,-100,-89,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-88,-38,-100,-81,-82,-100,-100,-82,-100,-78,-100,-100,-100,-100,-100,-85,-68,-100,-100,-100,-100,-100,-100,-89,-100,-100,-43,-100,-100,-100,-79,-79,-80,-100,-89,-100,-100,-100,-83,-100,-83,-100,-85,-85,-85,-100,-81,-100,-81,-100,-100,-100,-80,-72,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-62,-63,22.08,9.02,24
